Account_Number,Total_Spend,Avg_Spend,Transaction_Count,Age,Income,Total_Loyalty,Cluster,PCA1,PCA2
BLPC75322799752615,1241.32,1241.32,1,57,112598.81,434,0,-1.2217350940839367,1.5697305238109729
BLQQ84193626313494,3976.11,3976.11,1,29,100149.22,378,1,1.4725819065258345,-0.09787966036703662
BLQZ69972459715579,3896.82,3896.82,1,70,22749.28,476,2,1.4085983779524516,2.1163642602418102
BLSG94815043903560,4899.59,4899.59,1,23,37433.56,469,1,2.3906878393618793,-0.12657005129716675
BLST44617353606844,3472.49,3472.49,1,58,118343.82,353,2,0.9800925601377789,1.2146051468708448
BLXO27562202175892,690.49,690.49,1,43,74099.32,320,3,-1.7906297980552157,0.28108395384179996
BLYJ79489830186080,1256.55,1256.55,1,61,91013.75,429,0,-1.208732765016248,1.6816643646745792
BMEQ95804248511688,3352.92,3352.92,1,39,56357.86,327,1,0.845912109759992,0.03691625325205336
BMGW14035263560229,897.37,897.37,1,22,27852.37,122,3,-1.6221696335429194,-1.7666818719407789
BMIH71960348973116,2476.96,2476.96,1,41,33870.23,394,1,-0.01570214305855712,0.40478781401934144
BMJG69779447749205,1906.13,1906.13,1,30,26333.17,120,3,-0.620665067761563,-1.4164072267699606
BMLB31219804184724,297.88,297.88,1,54,77629.18,464,0,-2.1578017166029952,1.4959540219085363
BMRE99458028457186,1346.34,1346.34,1,69,28769.66,74,0,-1.1706981126789608,0.23325491129773354
BMSW39285320254616,3770.01,3770.01,1,70,149256.78,118,2,1.2514425550643118,0.7510620573836764
BMUK45734854132366,98.51,98.51,1,55,39747.33,340,0,-2.375562653722614,0.8680873779947487
BMVY07277236576147,4906.77,4906.77,1,66,136177.11,255,2,2.3931979910947625,1.1548362483151984
BMZU60392051460745,240.35,240.35,1,35,84615.42,495,3,-2.2150888965091724,0.7584982228259426
BNMK25670553435356,1542.32,1542.32,1,18,105760.75,371,3,-0.9427811021095199,-0.5997418338711219
BNTN72128156838702,2917.82,2917.82,1,21,77962.34,84,1,0.3810013176772576,-1.8997204152347953
BNVW61312129887466,680.86,680.86,1,26,77320.53,303,3,-1.8065442862265042,-0.5975362111272957
BNXY59400381803648,4997.98,4997.98,1,21,93055.87,293,1,2.4714295560181636,-0.9117685348173069
BOAC34223550440571,3262.98,3262.98,1,39,137360.1,101,2,0.7370360341739759,-0.8219602962975888
BOAD82155741251218,4320.93,4320.93,1,19,131024.72,237,1,1.7970561415243629,-1.1641042866710551
BOCZ69500741894854,4939.52,4939.52,1,44,146901.15,214,2,2.415724647780262,-0.05589396934805658
BOFQ01234289311325,2379.04,2379.04,1,28,78112.34,153,3,-0.14219142312468366,-1.2337599250981104
BOFZ90847980117056,4083.39,4083.39,1,53,66142.62,99,2,1.5453409897543513,-0.35871105581004437
BOJJ72276439117228,1045.27,1045.27,1,33,27237.73,21,3,-1.4857523940533244,-1.7237949804653903
BOKC93914603782803,2176.21,2176.21,1,67,68746.85,325,0,-0.31166265517317254,1.4064186378834167
BOMS91528311977895,4240.22,4240.22,1,37,66471.15,127,1,1.700148692260525,-0.9880396343829164
BONY28397620534407,518.45,518.45,1,47,122901.54,496,3,-1.9316528027716784,1.4243163445803866
BORF81604137964049,4589.82,4589.82,1,37,37640.92,192,1,2.0516736593966747,-0.7600954172231816
BOSR10513146929933,3856.12,3856.12,1,44,52682.72,271,1,1.3383206081793353,-0.006594173429671904
BOTA43893531732461,378.95,378.95,1,28,57953.97,160,3,-2.1259605557286916,-1.2192613383877628
BOUK24003305109724,2546.23,2546.23,1,69,122163.76,486,2,0.08262484277178621,2.387010047419459
BOWZ85778846205420,2287.94,2287.94,1,50,48857.57,67,0,-0.24110991792762482,-0.6662023543944495
BOXV90448138819011,999.29,999.29,1,47,34966.73,278,0,-1.4934896591997893,0.1701763330959577
BOYH51289622068243,1548.38,1548.38,1,49,94089.63,372,0,-0.9297088778943717,0.8469193749622996
BOZO01773759493307,2946.41,2946.41,1,33,83118.42,118,1,0.4175411440624088,-1.1577053230919152
BPBM11402235960658,3585.7,3585.7,1,56,52321.43,367,2,1.085869024907863,1.018139917316483
BPMW34153597710011,340.33,340.33,1,31,131605.35,490,3,-2.1122329864282237,0.6613794035491061
BPVB08133490237432,4611.52,4611.52,1,24,50606.22,282,1,2.0828344718055316,-0.9214145866858163
BQBT10729967224855,160.82,160.82,1,61,110827.96,247,0,-2.315918625127903,0.8925162805642789
BQDS04823571558686,4038.45,4038.45,1,42,54972.79,338,1,1.527413999149005,0.21658219782899116
BQLA96085874951191,4947.67,4947.67,1,46,141681.13,34,2,2.4004861871309644,-0.821227546015125
BQNW75226249152893,838.98,838.98,1,54,41097.69,297,0,-1.647333307822047,0.6097734314973657
BQYU55883485643275,4554.47,4554.47,1,28,67020.62,282,1,2.029276427889707,-0.6894776449122086
BQZA18498042537337,1247.04,1247.04,1,62,95061.32,380,0,-1.2237456852605748,1.5088503343211388
BQZG95406351609841,3758.94,3758.94,1,54,107946.72,333,2,1.2591319861296473,0.8999623100865257
BRAK85824049779572,472.04,472.04,1,70,61496.88,454,0,-1.9840787508735735,2.165029885265282
BRGR51799378105391,4249.44,4249.44,1,23,70767.8,429,1,1.7450362926712577,-0.22074652169249034
BRHJ06262953644148,1098.0,1098.0,1,42,117738.61,425,3,-1.3683597947684933,0.8306400768810681
BRHX88846108622659,3732.02,3732.02,1,40,32706.74,482,1,1.2391680381267434,0.7483564298155329
BRKS42682395543448,52.2,52.2,1,43,30819.78,63,0,-2.4614824537415023,-1.0265985843411884
BRMR74412359989625,2472.09,2472.09,1,55,147337.44,198,2,-0.028856233287550933,0.43161920975746587
BRRA98950665935614,1451.53,1451.53,1,31,48857.53,37,3,-1.079049288271922,-1.6957232833488578
BRUY69227025254110,1163.12,1163.12,1,47,46604.8,447,0,-1.3079354842656217,0.9920074030003191
BRXD05635869902131,1290.04,1290.04,1,58,42517.5,235,0,-1.2070498266342806,0.5041833422536246
BRZI38006399378236,1768.87,1768.87,1,64,65048.27,171,0,-0.7365037528306844,0.5366124828948426
BSJQ16853199908701,4256.81,4256.81,1,49,132399.2,320,2,1.752413950144603,0.654814871788048
BSLH14196156078327,3388.2,3388.2,1,48,73902.18,47,2,0.8491788612180358,-0.8100926084795385
BSQH96548943380536,3454.52,3454.52,1,55,65441.32,58,2,0.91721706100061,-0.44838160334545973
BSUS97024404310907,4327.21,4327.21,1,63,128033.6,250,2,1.8163881352535407,0.9778024680633193
BTCE57378210567338,3952.03,3952.03,1,42,146787.18,172,2,1.431035214646325,-0.3328863283999381
BTIQ03695756294339,4582.81,4582.81,1,63,49639.74,284,2,2.064964646876832,0.9370584566135982
BTOJ27493663579671,1771.22,1771.22,1,25,145106.15,31,3,-0.7533546329185565,-1.7724457646283687
BTRL68350518344027,690.13,690.13,1,48,57732.96,482,0,-1.770638655201847,1.2396794033229375
BTSQ45276198802427,4460.83,4460.83,1,25,60544.79,429,1,1.9538914322185132,-0.15485934343732247
BTSU12423483906184,1359.88,1359.88,1,23,28838.05,332,3,-1.1362693819639573,-0.735969219670654
BTUC38919860208289,1710.08,1710.08,1,40,134037.1,406,3,-0.7628051409718907,0.6773579354134772
BTWG33963790203887,3306.29,3306.29,1,49,102746.16,115,2,0.7804088263838783,-0.3689754532495692
BTXL57720053688908,832.2,832.2,1,26,25277.0,120,3,-1.686248576923,-1.5916578125949614
BUES82516281672796,3249.01,3249.01,1,56,87766.32,49,2,0.7152420602122516,-0.38397311511006593
BUKX83047027890276,2350.1,2350.1,1,29,128349.62,475,3,-0.12316901062351662,0.4554257750282438
BUMG62105164078704,4581.07,4581.07,1,48,90678.09,196,2,2.052648138161248,-0.08601556236133172
BUQO85710933853000,1546.16,1546.16,1,54,108203.86,442,0,-0.9198858062234003,1.4490704346252223
BUTQ86661187007498,1971.62,1971.62,1,59,116121.4,262,0,-0.5191862118755366,0.8523741664679932
BUUO84271713756486,4572.8,4572.8,1,66,133965.51,268,2,2.063615551329583,1.2158271235394407
BUVM49144533752015,2462.68,2462.68,1,43,84154.13,219,1,-0.04605227467062429,-0.19743703198589982
BUYY60931417336123,1419.92,1419.92,1,31,102396.68,498,3,-1.044607280081991,0.6084234261444758
BUZI26854460688958,2064.63,2064.63,1,52,103037.65,352,0,-0.41878090927506495,0.9093442818198516
BVFV09313788021093,856.71,856.71,1,59,36404.83,282,0,-1.630906618983415,0.7644423598692576
BVIS46245540770053,1606.72,1606.72,1,62,102836.18,50,0,-0.9089656178833824,-0.03031968201150685
BVIW59387959638453,2565.2,2565.2,1,66,149072.56,328,2,0.08335981020109097,1.5683065073405937
BVNE08020110412588,984.52,984.52,1,41,77442.58,352,3,-1.4952252714206102,0.3404071293520859
BVWV86893977704251,982.35,982.35,1,40,51221.85,390,0,-1.4957950352767402,0.4060289072823033
BVZG09805183434936,3979.31,3979.31,1,19,134495.71,28,1,1.431888538034578,-2.133411903913024
BVZI18902446288261,3991.29,3991.29,1,61,110987.35,43,2,1.4541998497148203,-0.12857268560270305
BWEE93511748636938,4941.46,4941.46,1,31,33785.6,159,1,2.3938729345391963,-1.2154755382019806
BWFF27111757691716,3107.03,3107.03,1,32,43570.7,438,1,0.6131743048581008,0.19889362428712115
BWMI69126719196993,1938.0,1938.0,1,59,118975.74,106,0,-0.5723182369998903,0.12597771758035922
BWOH59013257044148,537.91,537.91,1,20,62973.12,178,3,-1.9676445073617015,-1.5042187584104318
BWSA07379499944574,4277.19,4277.19,1,21,101749.27,69,1,1.729132566951623,-1.9324735325744433
BWUB00591186247939,4570.33,4570.33,1,61,115416.71,10,2,2.0243513233820742,-0.2820514543428175
BWUB64761442787355,573.52,573.52,1,22,117416.99,115,3,-1.9336005961359892,-1.5697672317751192
BWVF93781326727332,3830.31,3830.31,1,57,96589.49,54,2,1.2933203636305215,-0.3001868393397971
BWWS80635333501626,1994.49,1994.49,1,55,131889.2,464,0,-0.46966773076028945,1.6522684288852403
BWZY65487084779541,947.32,947.32,1,33,21862.14,160,3,-1.565510738980462,-1.0816071710669493
BXIL64543129038265,3067.35,3067.35,1,19,54715.94,253,1,0.5477785770730623,-1.2600843122942333
BXMQ88576027316035,4196.92,4196.92,1,61,141120.21,206,2,1.6825649887673828,0.7107428718518117
BXRC81379724174226,4359.64,4359.64,1,60,68555.13,300,2,1.8472462796229105,0.9209931679951766
BXRL49124866800156,714.73,714.73,1,35,116268.51,20,3,-1.802566069529882,-1.404953123180818
BXVK80005895381575,2053.13,2053.13,1,69,89796.52,307,0,-0.43298312457867866,1.4714148943149732
BXXI07560231064079,4985.87,4985.87,1,18,69883.02,416,1,2.4718038839211576,-0.533278358855924
BXXU01503431629235,4207.74,4207.74,1,36,132284.14,19,2,1.6614197760281508,-1.3781225068563818
BXYS01014610392788,690.49,690.49,1,69,109608.67,336,0,-1.7774625902572483,1.679459957481382
BYAN92153900506748,193.49,193.49,1,65,118469.51,24,0,-2.3103719006212025,0.05162682811210102
BYAU55955017833258,603.83,603.83,1,50,47292.39,379,0,-1.8701542590867828,0.8251102520843072
BYBF59047547691713,2085.53,2085.53,1,67,23010.27,7,0,-0.44793330492488953,-0.20327177653154208
BYDC15255862778882,1376.99,1376.99,1,28,143598.93,340,3,-1.103555365825916,-0.17343391951080933
BYGJ58409430894366,2292.64,2292.64,1,41,25071.37,117,0,-0.23517872044737267,-0.9178128639241092
BZBB50671566368568,4075.22,4075.22,1,63,41081.16,319,2,1.565405096516884,1.0884439555511642
BZCZ62595345479728,451.95,451.95,1,62,107858.62,344,0,-2.014928366029088,1.384312015956409
BZDH72492884096965,247.62,247.62,1,28,31132.55,82,3,-2.2693238573007797,-1.6514759621206636
BZGA22123955121698,1308.65,1308.65,1,49,122879.09,77,0,-1.2020435356369694,-0.4652124774186948
BZJQ99401851496873,1408.45,1408.45,1,26,84182.37,174,3,-1.101274834059117,-1.1990506454965562
BZKA24090508345037,2607.03,2607.03,1,47,26265.64,316,1,0.10385973074611475,0.3013494794053684
BZNA22525531341762,273.21,273.21,1,69,59596.33,85,0,-2.229279112770837,0.37957466543049395
BZNY82205384528134,2885.44,2885.44,1,58,67142.11,193,2,0.37162592609896544,0.3426856757957182
BZQV89258578398037,516.57,516.57,1,40,116981.12,435,3,-1.943957038065323,0.7902109054669648
BZSJ97698731379716,3600.17,3600.17,1,30,69547.38,252,1,1.080410371317585,-0.714061723670992
BZWQ71006689041728,719.87,719.87,1,56,99640.54,369,0,-1.7487248977984358,1.1922664661041622
BZZA02197976470486,2730.89,2730.89,1,69,44576.26,76,0,0.20365383351846805,0.26007807078328704
BZZX30568780712652,3861.09,3861.09,1,30,62885.98,287,1,1.3427549288566136,-0.5702597952781624
CAAH66758082733779,1158.4,1158.4,1,42,132647.71,283,3,-1.325093349739381,0.19885087488809539
CADV49262189224006,4348.02,4348.02,1,53,149363.42,49,2,1.8108699035584874,-0.38950645253248206
CALD50710816535985,3504.98,3504.98,1,47,122578.99,197,2,0.9896997833718814,-0.031473393301619815
CANM78845732165024,267.19,267.19,1,43,140613.02,294,3,-2.20576910662002,0.33236830711893356
CAOD49236036808588,4628.3,4628.3,1,63,56643.89,356,2,2.120164470891028,1.292709798887701
CAQG70890537799851,2666.06,2666.06,1,28,137251.43,402,1,0.18132848616775077,0.08169836553539452
CAWQ72741059157981,1188.55,1188.55,1,30,21049.74,204,3,-1.321640007152453,-1.0228528764196434
CAYL88287035171994,4939.02,4939.02,1,55,141904.03,54,2,2.396930677159022,-0.29925512943616145
CBAN56266688545536,4198.67,4198.67,1,24,78264.51,122,1,1.656217777534188,-1.5983281478458198
CBDQ78035869017074,3835.66,3835.66,1,49,50567.49,401,2,1.335920406608515,0.8374862408355115
CBHQ33311297974452,2719.79,2719.79,1,27,102639.61,472,1,0.23931549113219105,0.2759588972869624
CBLL83911153202640,404.94,404.94,1,36,82515.1,174,3,-2.0933876543121417,-0.7124945885686875
CBNP07696702589127,2912.87,2912.87,1,44,76290.83,142,1,0.3895463129961853,-0.5392705158377362
CBTE33558857283463,429.48,429.48,1,44,135199.65,237,3,-2.05264467257708,0.09541847376261829
CBVY07231492049930,2963.05,2963.05,1,52,88984.09,100,2,0.4374791313230964,-0.3261818887412122
CBZF62108308320914,1457.68,1457.68,1,42,133471.6,463,3,-1.0051333426646514,1.0431447213243041
CCHR85034236220334,3907.26,3907.26,1,38,54478.3,439,1,1.4093027295164224,0.5028801273727195
CCJE94300037539892,3430.57,3430.57,1,54,108518.81,419,2,0.9448506304274087,1.3113647752148243
CCKE92709930676420,4229.58,4229.58,1,25,60480.42,497,1,1.733468806505208,0.16868358125782978
CCLV67623865826301,1057.71,1057.71,1,21,107486.7,58,3,-1.4624979773741642,-1.9181408448158717
CCMP39645067614611,4669.79,4669.79,1,53,130560.71,44,2,2.1269428224155718,-0.4653653851240183
CCUR88827032248913,2999.58,2999.58,1,68,131166.51,251,2,0.5023852406944394,1.2489989982197758
CCWD20150261554277,882.97,882.97,1,63,102289.08,343,0,-1.5882484105740913,1.406176270679691
CCWO45188934773101,1309.96,1309.96,1,37,59163.95,475,3,-1.159996481254709,0.6782902038518438
CDCD89098308799333,1112.63,1112.63,1,41,70097.6,408,3,-1.3618789668840632,0.5834479670904534
CDMA49910042028866,1470.37,1470.37,1,32,64132.3,56,3,-1.0558740857210653,-1.5208410514648234
CDMZ83710307372607,496.72,496.72,1,47,128799.26,19,3,-2.0140948253863806,-0.8051808518689629
CDQE60606821797646,4758.46,4758.46,1,64,115473.12,416,2,2.2640446690097336,1.7679868033968722
CDYM27435149286327,527.22,527.22,1,45,56078.93,395,0,-1.9443313067058965,0.6863608038797531
CEDM69481001123301,4084.56,4084.56,1,19,77264.51,92,1,1.5377926804986966,-1.9774869765621568
CEGK28889908886081,376.37,376.37,1,56,55443.64,496,0,-2.077929116574739,1.6845538768609385
CEHO53028497603967,2928.72,2928.72,1,35,123038.85,475,1,0.4512974363323836,0.7175852485485428
CEJD37394912581936,1307.57,1307.57,1,70,111427.76,235,0,-1.1784263463657993,1.246294615064404
CEJN76773798890084,3423.97,3423.97,1,69,128830.36,312,2,0.9308769939739494,1.5708360613677783
CENW57898260418095,883.55,883.55,1,21,32484.97,158,3,-1.6309457199162911,-1.6328954578440285
CEQK37006448854875,4349.96,4349.96,1,23,72298.52,14,1,1.7912547091777757,-2.17140468154568
CEWY97676213545614,519.01,519.01,1,33,123907.69,5,3,-1.9981286527639637,-1.5481590929952664
CFBI71372711759574,2898.01,2898.01,1,33,104148.5,117,1,0.37189473168088166,-1.108884275957255
CFCW24987641557213,1608.08,1608.08,1,60,97692.69,299,0,-0.8766006730375436,1.0335627605418771
CFIA76678619866453,4138.47,4138.47,1,28,124729.8,345,1,1.6318375741303943,-0.2415836802872678
CFKM77250385616271,1175.52,1175.52,1,26,139087.2,498,3,-1.2838953020172559,0.4670679987142625
CFQC21263581567102,3572.96,3572.96,1,18,23980.74,283,1,1.0489183529456156,-1.2515869952318641
CFQQ91694049636508,4071.26,4071.26,1,68,98635.91,160,2,1.5490003431366546,0.7219691536794728
CFRM38110502289207,3295.37,3295.37,1,18,124421.96,340,1,0.792869014233009,-0.7269661039585612
CFUS57860694096003,2786.96,2786.96,1,68,94991.51,107,2,0.2688408880248943,0.48404939026667165
CGKF42816945384554,1200.09,1200.09,1,43,40751.25,55,0,-1.3236645814766306,-1.0577686178707724
CGKT07067151525862,4001.52,4001.52,1,37,64128.54,221,1,1.4754338036257735,-0.5477422289040733
CGLV71682611147620,3400.08,3400.08,1,56,119313.88,112,2,0.8767843260007279,-0.010807140289910134
CGQM54966025143580,1668.16,1668.16,1,54,44201.68,336,0,-0.8201215204017103,0.7877665019763497
CHDU21788881626669,1381.42,1381.42,1,69,134104.34,268,0,-1.09859416215665,1.4098153136812936
CHGA58789288022955,2935.11,2935.11,1,41,126081.0,464,2,0.45817118680812197,0.958123069137544
CHHE58196348130043,4752.02,4752.02,1,61,127233.34,155,2,2.2245286474487305,0.42700283512699694
CHHK86268503850448,3673.13,3673.13,1,27,137040.17,374,1,1.1755442074037503,-0.11422801625436883
CHPE42046535217057,3781.02,3781.02,1,63,95443.4,102,2,1.2521386900624045,0.20837872019351636
CHXU60421210046879,4698.55,4698.55,1,64,102535.37,426,2,2.2044492094024264,1.7835547875736784
CHYQ82582355263733,384.76,384.76,1,63,98938.14,448,0,-2.0688651277271677,1.8998753877875023
CIBL13186604747338,221.61,221.61,1,26,101496.86,350,3,-2.2528258803637673,-0.30834956921204204
CIFN63275934875535,4690.43,4690.43,1,43,124143.41,68,2,2.1470732076466823,-0.8434771814467101
CINI67503809541852,2057.4,2057.4,1,47,66675.38,201,0,-0.45102400168703416,-0.12962466664938244
CIUB86332343065874,831.87,831.87,1,45,84063.3,105,0,-1.676570306478375,-0.6130044548952905
CIXS90941679520279,3289.72,3289.72,1,45,76680.69,129,2,0.7616830343582229,-0.5580573186742668
CJCJ70123503687156,3320.13,3320.13,1,66,113490.85,272,2,0.8202023478494945,1.2034115964690337
CJCV38298790868651,2724.87,2724.87,1,56,53436.62,109,0,0.19950197978687811,-0.17931963088951133
CJEE74045122858937,4257.22,4257.22,1,60,142666.14,13,2,1.7173206829280845,-0.24201845567831076
CJGS42074801559720,906.08,906.08,1,46,148864.28,218,3,-1.5806029244035067,0.12755434379782427
CJJC66611772942067,3799.13,3799.13,1,31,95276.15,312,1,1.2886188575621202,-0.322915116278034
CJJZ64197294103675,4304.77,4304.77,1,67,144055.01,88,2,1.7761684450519368,0.4458674948399813
CJNJ42143778055922,3165.69,3165.69,1,27,77119.02,148,1,0.6364411056706749,-1.319875914414122
CJOM89836391596586,3511.97,3511.97,1,66,48154.89,33,2,0.9718569350901975,-0.0882232718508927
CJSO74181827151319,3585.36,3585.36,1,23,93884.79,41,1,1.0394511405733222,-1.9779256023726117
CJSQ38648878873812,1084.62,1084.62,1,33,36838.98,465,3,-1.3883003961104348,0.3890055975404577
CKCV98545829420340,2625.56,2625.56,1,62,130589.67,375,2,0.14602610437522096,1.5522979550695892
CKDK32594795074071,3719.56,3719.56,1,33,86832.74,300,1,1.2077568269939403,-0.30436029680920845
CKHO35866715544605,1697.96,1697.96,1,25,147472.86,365,3,-0.7825598332686294,-0.19361469813632545
CKOW89937038726217,4869.59,4869.59,1,35,85986.54,470,1,2.3699584078253126,0.5699483826573319
CKQU83225702116866,1585.34,1585.34,1,55,38416.98,340,0,-0.9020962650529271,0.8408720402728456
CKUY21809612492018,1112.74,1112.74,1,62,63755.62,187,0,-1.3854250509565913,0.5242751130070566
CKVJ96066076647124,4129.4,4129.4,1,41,71607.0,92,1,1.5874635037390752,-0.9482299958371337
CKWF77115275073613,2438.52,2438.52,1,37,44239.61,0,1,-0.10453749087526651,-1.6124968374267
CKXI63676213606294,1725.06,1725.06,1,36,113638.74,320,3,-0.7625128158792058,0.031409830827855235
CKYH86115111627143,3762.87,3762.87,1,39,84478.58,151,1,1.2327738857709885,-0.7273434256857011
CKZU64952549206441,2456.94,2456.94,1,27,145169.06,396,3,-0.026052768215165847,0.029219889326225417
CLAL96257197609320,2128.61,2128.61,1,19,20661.49,21,1,-0.41655092536329,-2.4221588835477985
CLCH40174971364125,3565.93,3565.93,1,45,20119.79,274,1,1.0475657828238403,-0.02203152390816734
CLGK34660756999449,1418.58,1418.58,1,64,111927.59,383,0,-1.0508397241496341,1.6574424344511771
CLGT88521789559909,2292.92,2292.92,1,20,141236.89,395,3,-0.19107718423229417,-0.31494991117186216
CLIJ09676242857404,8.38,8.38,1,68,103248.7,329,0,-2.4554263019957046,1.5940596148634683
CLNJ05873422253861,3663.54,3663.54,1,39,65375.18,1,1,1.11272941915746,-1.479526442719241
